municipio,año,periodo,casos,ciclo_vital_adolescencia,ciclo_vital_adulto,ciclo_vital_adulto_mayor,ciclo_vital_infante_mayor,ciclo_vital_infante_menor,regimen_salud_contributivo,regimen_salud_otro,regimen_salud_subsidiado,evento_clasico,evento_grave,sexo_femenino,sexo_masculino
MALAMBO,2019,3,10,3,0,0,7,0,5,2,3,10,0,5,5
MALAMBO,2019,4,12,6,2,0,4,0,6,0,6,12,0,10,2
MALAMBO,2019,5,7,5,1,0,1,0,2,1,4,6,1,4,3
MALAMBO,2019,6,4,3,0,0,1,0,2,1,1,4,0,1,3
MALAMBO,2019,7,7,2,3,0,2,0,4,1,2,7,0,3,4
MALAMBO,2019,8,4,1,0,0,3,0,2,1,1,4,0,2,2
MALAMBO,2019,9,5,3,0,0,2,0,2,0,3,5,0,3,2
MALAMBO,2019,10,4,3,0,0,1,0,1,0,3,4,0,3,1
MALAMBO,2019,11,15,4,2,0,9,0,5,2,8,14,1,10,5
MALAMBO,2019,12,27,13,5,0,9,0,10,0,17,26,1,18,9
MALAMBO,2019,13,33,16,5,0,11,1,15,0,18,32,1,19,14
MALAMBO,2020,1,44,21,11,0,10,2,20,4,20,40,4,27,17
MALAMBO,2020,2,33,21,5,0,7,0,14,2,17,33,0,13,20
MALAMBO,2020,3,28,13,7,0,8,0,15,1,12,27,1,13,15
MALAMBO,2020,4,14,9,2,0,3,0,7,2,5,14,0,6,8
MALAMBO,2020,5,8,5,0,0,3,0,1,0,7,8,0,4,4
MALAMBO,2020,6,4,1,1,0,2,0,2,2,0,4,0,2,2
MALAMBO,2020,7,2,2,0,0,0,0,1,0,1,2,0,1,1
MALAMBO,2020,8,2,0,0,0,2,0,1,0,1,2,0,1,1
MALAMBO,2020,9,7,3,0,0,4,0,3,1,3,7,0,6,1
MALAMBO,2020,10,21,14,3,0,4,0,11,3,7,21,0,7,14
MALAMBO,2020,11,13,5,1,0,7,0,5,1,7,13,0,3,10
MALAMBO,2020,12,16,8,5,0,3,0,9,0,7,16,0,8,8
MALAMBO,2020,13,23,9,4,0,10,0,13,1,9,23,0,8,15
MALAMBO,2020,14,6,3,0,0,3,0,1,0,5,6,0,2,4
MALAMBO,2021,1,21,5,1,0,15,0,8,3,10,21,0,10,11
MALAMBO,2021,2,22,11,1,0,10,0,10,1,11,22,0,11,11
MALAMBO,2021,3,29,12,3,0,13,1,8,1,20,29,0,18,11
MALAMBO,2021,4,16,7,0,0,8,1,6,1,9,15,1,10,6
MALAMBO,2021,5,9,2,2,0,5,0,2,0,7,9,0,5,4
MALAMBO,2021,6,10,3,0,0,5,2,3,2,5,10,0,6,4
MALAMBO,2021,7,27,9,4,0,14,0,10,2,15,27,0,16,11
MALAMBO,2021,8,72,34,2,0,35,1,17,3,52,69,3,34,38
MALAMBO,2021,9,122,53,11,0,58,0,40,13,69,121,1,61,61
MALAMBO,2021,10,136,59,12,0,65,0,45,10,81,133,3,67,69
MALAMBO,2021,11,122,51,15,0,56,0,43,7,72,122,0,49,73
MALAMBO,2021,12,94,45,10,0,39,0,30,12,52,92,2,46,48
MALAMBO,2021,13,50,22,9,0,19,0,17,8,25,47,3,23,27
MALAMBO,2022,1,19,7,5,0,6,1,10,0,9,17,2,7,12
MALAMBO,2022,2,11,3,1,0,7,0,4,0,7,9,2,5,6
MALAMBO,2022,3,11,5,3,0,3,0,6,0,5,11,0,6,5
MALAMBO,2022,4,7,1,1,0,5,0,5,0,2,7,0,3,4
MALAMBO,2022,5,8,4,1,0,3,0,2,2,4,7,1,2,6
MALAMBO,2022,6,10,5,1,0,4,0,3,1,6,10,0,8,2
MALAMBO,2022,7,10,2,3,0,5,0,4,2,4,10,0,7,3
MALAMBO,2022,8,13,6,1,0,5,1,4,2,7,13,0,6,7
MALAMBO,2022,9,14,3,5,1,5,0,6,2,6,14,0,6,8
MALAMBO,2022,10,23,8,6,0,9,0,10,0,13,22,1,8,15
MALAMBO,2022,11,41,22,9,0,10,0,16,7,18,37,4,21,20
MALAMBO,2022,12,34,14,8,0,12,0,14,3,17,32,2,15,19
MALAMBO,2022,13,44,26,6,0,12,0,16,3,25,42,2,27,17
MALAMBO,2023,1,28,13,4,0,11,0,8,2,18,28,0,11,17
MALAMBO,2023,2,25,11,5,0,9,0,6,3,16,25,0,14,11
MALAMBO,2023,3,24,8,6,0,10,0,8,3,13,24,0,10,14
MALAMBO,2023,4,10,4,1,0,5,0,3,2,5,10,0,6,4
MALAMBO,2023,5,5,3,1,0,1,0,3,2,0,5,0,2,3
MALAMBO,2023,6,4,0,1,0,3,0,0,0,4,4,0,1,3
MALAMBO,2023,7,8,3,1,0,4,0,2,0,6,8,0,5,3
MALAMBO,2023,8,10,4,5,0,1,0,1,3,6,10,0,5,5
MALAMBO,2023,9,14,4,7,0,2,1,4,2,8,14,0,4,10
MALAMBO,2023,10,12,7,3,0,1,1,3,0,9,12,0,4,8
MALAMBO,2023,11,6,2,4,0,0,0,1,0,5,6,0,4,2
MALAMBO,2023,12,6,1,3,0,2,0,2,0,4,6,0,2,4
MALAMBO,2023,13,6,4,2,0,0,0,1,0,5,6,0,2,4
MANATÍ,2017,10,1,0,1,0,0,0,0,0,1,1,0,1,0
MANATÍ,2017,12,2,1,1,0,0,0,0,1,1,2,0,1,1
MANATÍ,2017,13,1,0,1,0,0,0,1,0,0,1,0,1,0
MANATÍ,2018,1,2,0,0,0,2,0,0,2,0,2,0,2,0
MANATÍ,2018,11,2,0,0,0,2,0,1,0,1,2,0,2,0
MANATÍ,2019,3,2,0,1,0,1,0,0,1,1,2,0,0,2
MANATÍ,2019,5,4,0,0,0,4,0,0,0,4,4,0,1,3
MANATÍ,2019,7,10,5,0,0,4,1,1,1,8,10,0,2,8
MANATÍ,2019,8,10,6,2,0,2,0,1,0,9,9,1,5,5
MANATÍ,2019,9,7,2,1,0,4,0,1,0,6,7,0,4,3
MANATÍ,2019,10,3,1,0,0,2,0,0,0,3,3,0,2,1
MANATÍ,2019,11,4,3,0,0,1,0,0,0,4,4,0,1,3
MANATÍ,2019,12,8,5,3,0,0,0,1,0,7,8,0,3,5
MANATÍ,2019,13,1,1,0,0,0,0,0,0,1,1,0,0,1
MANATÍ,2020,5,1,0,1,0,0,0,0,0,1,1,0,1,0
MANATÍ,2020,8,1,0,1,0,0,0,0,0,1,1,0,1,0
MANATÍ,2020,9,1,1,0,0,0,0,0,0,1,1,0,0,1
MANATÍ,2020,10,1,0,0,0,1,0,0,0,1,1,0,0,1
MANATÍ,2020,11,1,0,0,0,1,0,0,0,1,1,0,0,1
MANATÍ,2020,12,1,0,0,0,1,0,0,0,1,1,0,1,0
MANATÍ,2021,7,1,0,1,0,0,0,0,0,1,1,0,1,0
MANATÍ,2021,8,1,1,0,0,0,0,0,0,1,1,0,1,0
MANATÍ,2021,9,1,1,0,0,0,0,1,0,0,1,0,0,1
MANATÍ,2021,10,14,9,1,0,4,0,0,1,13,14,0,5,9
MANATÍ,2021,11,15,4,3,0,8,0,1,1,13,15,0,9,6
MANATÍ,2021,12,11,6,0,0,5,0,0,0,11,11,0,7,4
MANATÍ,2021,13,5,2,0,0,3,0,0,0,5,5,0,3,2
MANATÍ,2022,1,6,3,0,0,3,0,0,0,6,6,0,3,3
MANATÍ,2022,2,4,3,0,0,1,0,0,0,4,4,0,0,4
MANATÍ,2022,3,6,2,3,0,1,0,0,1,5,6,0,1,5
MANATÍ,2022,4,4,3,1,0,0,0,0,0,4,4,0,2,2
MANATÍ,2022,5,11,7,1,0,3,0,0,2,9,11,0,5,6
MANATÍ,2022,6,25,13,1,0,11,0,4,4,17,24,1,13,12
MANATÍ,2022,7,24,13,5,0,6,0,1,1,22,24,0,12,12
MANATÍ,2022,8,29,17,1,0,11,0,1,1,27,28,1,14,15
MANATÍ,2022,9,16,11,0,1,4,0,0,0,16,13,3,8,8
MANATÍ,2022,10,9,4,1,0,4,0,0,0,9,8,1,6,3
MANATÍ,2022,11,1,1,0,0,0,0,0,0,1,1,0,0,1
MANATÍ,2022,12,2,0,2,0,0,0,0,0,2,2,0,0,2
MANATÍ,2023,1,1,0,0,1,0,0,0,0,1,1,0,1,0
MANATÍ,2023,2,1,1,0,0,0,0,0,0,1,1,0,1,0
MANATÍ,2023,3,1,0,1,0,0,0,0,0,1,1,0,1,0
MANATÍ,2023,5,1,0,1,0,0,0,0,0,1,1,0,0,1
MANATÍ,2023,7,1,0,0,0,1,0,0,0,1,1,0,1,0
MANATÍ,2023,8,2,1,1,0,0,0,0,0,2,2,0,2,0
MANATÍ,2023,9,1,0,0,0,1,0,0,0,1,1,0,0,1
MANATÍ,2023,12,1,1,0,0,0,0,0,0,1,1,0,0,1
PALMAR DE VARELA,2017,3,1,1,0,0,0,0,0,1,0,1,0,0,1
PALMAR DE VARELA,2017,5,6,0,2,0,3,1,3,0,3,6,0,1,5
PALMAR DE VARELA,2017,6,1,0,1,0,0,0,0,0,1,1,0,0,1
PALMAR DE VARELA,2017,7,1,1,0,0,0,0,0,0,1,1,0,1,0
PALMAR DE VARELA,2017,10,1,0,1,0,0,0,0,0,1,1,0,1,0
PALMAR DE VARELA,2018,5,1,0,1,0,0,0,0,0,1,1,0,1,0
PALMAR DE VARELA,2018,11,1,0,0,0,1,0,0,0,1,1,0,1,0
PALMAR DE VARELA,2018,12,2,1,0,0,1,0,2,0,0,2,0,1,1
PALMAR DE VARELA,2018,13,2,0,1,0,1,0,0,0,2,2,0,1,1
PALMAR DE VARELA,2019,1,5,1,2,0,2,0,1,0,4,5,0,2,3
PALMAR DE VARELA,2019,2,2,1,0,0,1,0,0,0,2,2,0,1,1
PALMAR DE VARELA,2019,5,1,1,0,0,0,0,0,0,1,1,0,0,1
PALMAR DE VARELA,2019,7,5,2,1,0,2,0,0,1,4,4,1,1,4
PALMAR DE VARELA,2019,8,7,3,1,0,3,0,2,0,5,7,0,4,3
PALMAR DE VARELA,2019,11,1,0,0,0,1,0,0,0,1,1,0,1,0
PALMAR DE VARELA,2019,12,2,0,0,0,2,0,1,0,1,2,0,1,1
PALMAR DE VARELA,2020,1,3,0,3,0,0,0,3,0,0,3,0,2,1
PALMAR DE VARELA,2020,2,11,3,4,0,3,1,1,2,8,11,0,8,3
PALMAR DE VARELA,2020,3,1,0,0,0,1,0,1,0,0,1,0,0,1
PALMAR DE VARELA,2020,5,1,0,1,0,0,0,0,1,0,1,0,0,1
PALMAR DE VARELA,2021,10,2,1,0,0,1,0,1,0,1,2,0,2,0
PALMAR DE VARELA,2021,11,2,0,0,0,2,0,1,0,1,2,0,0,2
PALMAR DE VARELA,2021,12,3,2,0,0,1,0,1,0,2,3,0,2,1
PALMAR DE VARELA,2021,13,1,0,0,0,1,0,0,0,1,1,0,1,0
PALMAR DE VARELA,2022,1,1,0,1,0,0,0,0,0,1,1,0,0,1
PALMAR DE VARELA,2022,4,2,0,0,0,2,0,2,0,0,2,0,2,0
PALMAR DE VARELA,2022,8,4,2,2,0,0,0,1,0,3,4,0,3,1
PALMAR DE VARELA,2022,9,1,1,0,0,0,0,0,0,1,1,0,1,0
PALMAR DE VARELA,2022,11,1,0,0,0,1,0,1,0,0,1,0,1,0
PALMAR DE VARELA,2022,12,5,2,3,0,0,0,2,0,3,4,1,3,2
PALMAR DE VARELA,2022,13,2,2,0,0,0,0,0,0,2,2,0,0,2
PALMAR DE VARELA,2023,1,4,2,1,0,1,0,1,1,2,4,0,2,2
PALMAR DE VARELA,2023,2,3,1,0,0,2,0,2,0,1,3,0,1,2
PALMAR DE VARELA,2023,3,1,0,1,0,0,0,0,0,1,1,0,0,1
PALMAR DE VARELA,2023,4,4,1,1,0,2,0,1,0,3,4,0,3,1
PALMAR DE VARELA,2023,5,5,3,0,0,2,0,3,0,2,5,0,4,1
PALMAR DE VARELA,2023,6,1,0,0,0,1,0,0,0,1,1,0,1,0
PALMAR DE VARELA,2023,7,1,1,0,0,0,0,1,0,0,1,0,1,0
PALMAR DE VARELA,2023,8,3,1,1,0,1,0,0,0,3,3,0,1,2
PALMAR DE VARELA,2023,9,2,0,0,0,2,0,1,0,1,2,0,2,0
PALMAR DE VARELA,2023,10,4,3,0,0,1,0,0,3,1,4,0,2,2
PALMAR DE VARELA,2023,11,2,1,0,0,1,0,0,0,2,2,0,1,1
PALMAR DE VARELA,2023,12,1,0,1,0,0,0,1,0,0,1,0,0,1
PIOJÓ,2018,5,1,0,1,0,0,0,1,0,0,1,0,1,0
PIOJÓ,2018,6,6,2,3,0,1,0,3,0,3,6,0,3,3
PIOJÓ,2020,3,2,2,0,0,0,0,2,0,0,2,0,0,2
PIOJÓ,2020,4,4,2,1,0,1,0,3,1,0,4,0,2,2
PIOJÓ,2021,1,1,0,0,0,1,0,0,0,1,1,0,0,1
PIOJÓ,2021,2,1,1,0,0,0,0,0,0,1,1,0,0,1
PIOJÓ,2021,3,1,0,0,0,1,0,0,0,1,1,0,1,0
PIOJÓ,2021,10,4,1,0,0,3,0,1,0,3,4,0,3,1
PIOJÓ,2021,11,2,0,0,0,2,0,0,0,2,2,0,1,1
PIOJÓ,2021,12,1,0,1,0,0,0,0,0,1,1,0,1,0
PIOJÓ,2022,3,1,0,0,0,1,0,0,0,1,1,0,1,0
PIOJÓ,2022,5,2,1,0,0,1,0,0,0,2,2,0,2,0
PIOJÓ,2022,6,3,0,0,0,3,0,0,0,3,2,1,3,0
PIOJÓ,2022,7,1,0,0,0,1,0,0,0,1,1,0,1,0
PIOJÓ,2022,10,1,0,1,0,0,0,0,0,1,1,0,0,1
PIOJÓ,2022,13,2,2,0,0,0,0,0,0,2,2,0,0,2
PIOJÓ,2023,7,2,2,0,0,0,0,0,0,2,2,0,0,2
PIOJÓ,2023,8,3,2,0,0,1,0,0,0,3,3,0,0,3
PIOJÓ,2023,9,6,3,1,0,2,0,1,0,5,5,1,1,5
PIOJÓ,2023,10,19,9,1,0,9,0,0,0,19,19,0,9,10
PIOJÓ,2023,12,3,1,0,0,2,0,0,0,3,3,0,1,2
PIOJÓ,2023,13,3,3,0,0,0,0,2,0,1,3,0,0,3
POLONUEVO,2017,8,1,0,0,0,1,0,0,0,1,1,0,0,1
POLONUEVO,2017,9,1,0,0,0,1,0,0,0,1,1,0,0,1
POLONUEVO,2017,11,1,0,1,0,0,0,0,0,1,1,0,0,1
POLONUEVO,2017,12,2,0,1,0,1,0,0,0,2,2,0,0,2
POLONUEVO,2018,1,2,1,1,0,0,0,0,0,2,2,0,2,0
POLONUEVO,2018,2,1,0,1,0,0,0,0,0,1,1,0,0,1
POLONUEVO,2018,5,1,0,0,0,1,0,1,0,0,1,0,0,1
POLONUEVO,2018,6,5,1,0,0,4,0,4,0,1,5,0,3,2
POLONUEVO,2018,7,14,3,1,0,10,0,5,0,9,14,0,2,12
POLONUEVO,2018,8,6,1,0,0,5,0,3,0,3,6,0,3,3
POLONUEVO,2018,9,11,4,1,0,6,0,4,0,7,11,0,3,8
POLONUEVO,2018,10,21,11,2,0,8,0,11,0,10,20,1,11,10
POLONUEVO,2018,11,61,32,7,0,22,0,16,1,44,61,0,35,26
POLONUEVO,2018,12,59,32,5,0,22,0,26,1,32,58,1,25,34
POLONUEVO,2018,13,18,6,2,0,10,0,10,0,8,18,0,5,13
POLONUEVO,2019,1,10,7,0,0,3,0,5,0,5,10,0,4,6
POLONUEVO,2019,2,2,0,1,0,1,0,0,0,2,2,0,1,1
POLONUEVO,2019,3,1,0,0,0,1,0,0,0,1,1,0,1,0
POLONUEVO,2019,4,2,1,0,0,1,0,2,0,0,2,0,1,1
POLONUEVO,2019,5,5,1,2,0,2,0,2,0,3,5,0,2,3
POLONUEVO,2019,6,5,3,1,0,1,0,2,0,3,5,0,1,4
POLONUEVO,2019,7,7,3,1,0,3,0,2,0,5,7,0,4,3
POLONUEVO,2019,8,35,17,7,0,11,0,5,0,30,33,2,17,18
POLONUEVO,2019,9,34,17,7,0,10,0,11,1,22,34,0,20,14
POLONUEVO,2019,10,4,1,0,0,2,1,1,0,3,4,0,2,2
POLONUEVO,2019,11,5,3,2,0,0,0,2,0,3,5,0,3,2
POLONUEVO,2019,12,1,1,0,0,0,0,0,0,1,1,0,0,1
POLONUEVO,2019,13,5,1,1,0,3,0,1,0,4,5,0,2,3
POLONUEVO,2020,1,6,2,3,0,1,0,2,0,4,6,0,5,1
POLONUEVO,2020,2,1,0,1,0,0,0,0,1,0,1,0,0,1
POLONUEVO,2020,3,1,0,1,0,0,0,0,0,1,1,0,0,1
POLONUEVO,2020,5,1,1,0,0,0,0,0,0,1,1,0,0,1
POLONUEVO,2020,6,1,0,0,0,1,0,0,0,1,1,0,0,1
POLONUEVO,2020,7,1,0,0,0,1,0,1,0,0,1,0,0,1
POLONUEVO,2020,10,2,0,1,0,0,1,2,0,0,2,0,2,0
POLONUEVO,2021,8,2,2,0,0,0,0,0,0,2,2,0,1,1
POLONUEVO,2021,9,3,1,0,0,2,0,0,0,3,3,0,2,1
POLONUEVO,2021,10,8,4,3,0,1,0,3,1,4,8,0,4,4
POLONUEVO,2021,11,6,4,1,0,1,0,1,1,4,6,0,3,3
POLONUEVO,2021,12,3,2,0,0,1,0,0,0,3,3,0,1,2
POLONUEVO,2021,13,5,2,1,0,1,1,2,0,3,5,0,3,2
POLONUEVO,2022,1,3,2,0,0,0,1,0,0,3,3,0,0,3
POLONUEVO,2022,4,3,1,2,0,0,0,0,0,3,3,0,0,3
POLONUEVO,2022,5,2,0,0,0,2,0,1,0,1,2,0,1,1
POLONUEVO,2022,6,1,0,0,0,1,0,0,0,1,1,0,1,0
POLONUEVO,2022,7,3,1,0,0,2,0,0,0,3,3,0,2,1
POLONUEVO,2022,8,2,2,0,0,0,0,0,0,2,2,0,1,1
POLONUEVO,2022,9,1,1,0,0,0,0,0,0,1,1,0,1,0
POLONUEVO,2022,10,3,0,3,0,0,0,1,0,2,3,0,2,1
POLONUEVO,2022,11,1,0,0,0,0,1,1,0,0,1,0,0,1
POLONUEVO,2022,12,5,0,3,0,2,0,3,0,2,5,0,2,3
POLONUEVO,2022,13,2,0,2,0,0,0,1,0,1,2,0,0,2
POLONUEVO,2023,1,1,0,0,0,1,0,1,0,0,1,0,0,1
POLONUEVO,2023,6,1,0,0,0,1,0,0,0,1,1,0,0,1
POLONUEVO,2023,7,4,1,2,0,1,0,1,0,3,4,0,2,2
POLONUEVO,2023,8,4,0,1,0,3,0,1,0,3,4,0,2,2
POLONUEVO,2023,10,1,0,1,0,0,0,1,0,0,1,0,0,1
POLONUEVO,2023,13,2,0,1,0,1,0,1,0,1,2,0,0,2
PONEDERA,2017,3,1,0,0,0,1,0,0,0,1,1,0,1,0
PONEDERA,2017,10,1,0,1,0,0,0,0,0,1,1,0,0,1
PONEDERA,2017,12,1,1,0,0,0,0,0,0,1,1,0,0,1
PONEDERA,2018,2,1,0,1,0,0,0,0,0,1,1,0,0,1
PONEDERA,2018,10,1,0,1,0,0,0,0,0,1,1,0,0,1
PONEDERA,2018,12,4,2,1,0,1,0,1,0,3,4,0,3,1
PONEDERA,2019,1,3,2,0,0,1,0,0,0,3,3,0,0,3
PONEDERA,2019,2,3,2,0,0,1,0,0,0,3,3,0,2,1
PONEDERA,2019,3,2,1,0,0,1,0,0,1,1,2,0,2,0
PONEDERA,2019,7,3,1,1,0,1,0,0,0,3,3,0,3,0
PONEDERA,2019,8,1,0,0,0,1,0,0,0,1,1,0,1,0
PONEDERA,2019,9,2,0,2,0,0,0,1,0,1,2,0,1,1
PONEDERA,2019,10,8,3,2,0,3,0,3,0,5,8,0,3,5
PONEDERA,2019,11,4,1,1,0,2,0,1,0,3,4,0,2,2
PONEDERA,2019,12,14,7,2,0,5,0,3,0,11,14,0,10,4
PONEDERA,2019,13,16,6,2,0,8,0,4,2,10,16,0,7,9
PONEDERA,2020,1,12,1,1,0,10,0,4,1,7,12,0,6,6
PONEDERA,2020,2,10,5,1,0,4,0,3,1,6,10,0,7,3
PONEDERA,2020,3,1,0,0,0,1,0,0,1,0,1,0,1,0
PONEDERA,2020,5,1,0,0,0,1,0,0,0,1,1,0,1,0
PONEDERA,2020,10,1,0,0,0,1,0,0,0,1,1,0,1,0
PONEDERA,2020,13,1,1,0,0,0,0,1,0,0,1,0,1,0
PONEDERA,2020,14,1,1,0,0,0,0,0,0,1,1,0,1,0
PONEDERA,2021,8,2,1,1,0,0,0,0,0,2,2,0,0,2
PONEDERA,2021,9,1,0,1,0,0,0,0,0,1,1,0,1,0
PONEDERA,2021,10,1,1,0,0,0,0,0,0,1,1,0,1,0
PONEDERA,2021,12,3,1,1,0,1,0,0,0,3,2,1,2,1
PONEDERA,2021,13,2,1,1,0,0,0,1,1,0,2,0,1,1
PONEDERA,2022,2,1,0,1,0,0,0,0,0,1,1,0,0,1
PONEDERA,2022,7,5,2,1,0,2,0,1,0,4,5,0,4,1
PONEDERA,2022,8,3,1,1,0,1,0,0,0,3,3,0,1,2
PONEDERA,2022,9,4,1,3,0,0,0,0,1,3,3,1,1,3
PONEDERA,2022,10,6,1,3,0,1,1,1,0,5,6,0,2,4
PONEDERA,2022,11,15,11,3,0,1,0,1,2,12,14,1,5,10
PONEDERA,2022,12,3,3,0,0,0,0,0,0,3,3,0,1,2
PONEDERA,2022,13,1,0,1,0,0,0,1,0,0,1,0,1,0
PONEDERA,2023,1,1,1,0,0,0,0,0,0,1,1,0,0,1
PONEDERA,2023,2,1,0,1,0,0,0,1,0,0,1,0,1,0
PONEDERA,2023,3,2,1,0,0,1,0,0,0,2,2,0,1,1
PONEDERA,2023,5,1,1,0,0,0,0,0,0,1,1,0,0,1
PONEDERA,2023,6,1,0,1,0,0,0,0,1,0,1,0,0,1
PONEDERA,2023,8,5,0,5,0,0,0,0,0,5,5,0,1,4
PONEDERA,2023,10,5,1,2,0,2,0,2,0,3,5,0,4,1
PONEDERA,2023,11,9,6,2,0,1,0,3,1,5,9,0,3,6
PONEDERA,2023,12,16,8,5,0,3,0,3,0,13,16,0,10,6
PONEDERA,2023,13,9,6,2,0,1,0,2,0,7,9,0,6,3
PUERTO COLOMBIA,2017,3,1,1,0,0,0,0,0,0,1,1,0,1,0
PUERTO COLOMBIA,2017,10,3,0,2,0,1,0,1,0,2,3,0,2,1
PUERTO COLOMBIA,2017,11,3,0,3,0,0,0,2,0,1,3,0,2,1
PUERTO COLOMBIA,2017,12,1,0,1,0,0,0,1,0,0,1,0,0,1
PUERTO COLOMBIA,2017,13,6,0,2,0,4,0,3,1,2,5,1,4,2
PUERTO COLOMBIA,2018,1,2,0,2,0,0,0,2,0,0,2,0,2,0
PUERTO COLOMBIA,2018,2,1,0,1,0,0,0,1,0,0,1,0,0,1
PUERTO COLOMBIA,2018,5,1,1,0,0,0,0,0,1,0,1,0,0,1
PUERTO COLOMBIA,2018,6,1,0,1,0,0,0,0,1,0,1,0,0,1
PUERTO COLOMBIA,2018,7,5,0,2,0,3,0,3,0,2,5,0,2,3
PUERTO COLOMBIA,2018,8,4,2,1,0,1,0,2,0,2,4,0,3,1
PUERTO COLOMBIA,2018,9,2,0,2,0,0,0,1,0,1,2,0,1,1
PUERTO COLOMBIA,2018,11,6,4,1,0,1,0,3,0,3,6,0,1,5
PUERTO COLOMBIA,2018,12,13,6,2,0,5,0,4,1,8,13,0,5,8
PUERTO COLOMBIA,2018,13,3,1,0,0,2,0,1,0,2,3,0,0,3
PUERTO COLOMBIA,2019,1,3,0,3,0,0,0,3,0,0,3,0,1,2
PUERTO COLOMBIA,2019,5,2,0,0,0,2,0,1,0,1,2,0,1,1
PUERTO COLOMBIA,2019,6,7,1,5,0,1,0,4,0,3,7,0,3,4
PUERTO COLOMBIA,2019,7,2,0,2,0,0,0,0,0,2,2,0,1,1
PUERTO COLOMBIA,2019,8,2,0,1,0,1,0,1,0,1,2,0,2,0
PUERTO COLOMBIA,2019,9,1,0,1,0,0,0,0,0,1,1,0,0,1
PUERTO COLOMBIA,2019,10,1,1,0,0,0,0,1,0,0,1,0,0,1
PUERTO COLOMBIA,2019,11,4,1,0,1,2,0,0,1,3,4,0,2,2
PUERTO COLOMBIA,2019,12,8,2,4,0,2,0,5,0,3,8,0,6,2
PUERTO COLOMBIA,2019,13,11,6,2,0,3,0,5,2,4,11,0,5,6
PUERTO COLOMBIA,2020,1,9,3,2,0,4,0,5,2,2,8,1,1,8
PUERTO COLOMBIA,2020,2,8,1,5,0,2,0,5,0,3,8,0,3,5
PUERTO COLOMBIA,2020,3,5,3,1,0,1,0,1,0,4,5,0,4,1
PUERTO COLOMBIA,2020,4,1,1,0,0,0,0,1,0,0,1,0,1,0
PUERTO COLOMBIA,2020,10,1,1,0,0,0,0,0,0,1,1,0,1,0
PUERTO COLOMBIA,2020,11,1,0,1,0,0,0,1,0,0,1,0,1,0
PUERTO COLOMBIA,2021,1,1,1,0,0,0,0,0,0,1,1,0,0,1
PUERTO COLOMBIA,2021,2,2,0,1,0,1,0,2,0,0,2,0,2,0
PUERTO COLOMBIA,2021,5,1,0,1,0,0,0,1,0,0,1,0,0,1
PUERTO COLOMBIA,2021,8,1,0,0,0,1,0,0,1,0,1,0,0,1
PUERTO COLOMBIA,2021,11,4,0,3,0,1,0,2,1,1,4,0,2,2
PUERTO COLOMBIA,2021,12,27,11,2,0,14,0,9,0,18,24,3,12,15
PUERTO COLOMBIA,2021,13,34,14,8,0,12,0,13,3,18,34,0,24,10
PUERTO COLOMBIA,2022,1,25,14,5,0,6,0,10,2,13,22,3,10,15
PUERTO COLOMBIA,2022,2,17,7,3,0,7,0,11,1,5,14,3,8,9
PUERTO COLOMBIA,2022,3,9,3,1,0,5,0,2,0,7,8,1,6,3
PUERTO COLOMBIA,2022,4,8,4,0,0,4,0,3,0,5,7,1,4,4
PUERTO COLOMBIA,2022,5,23,7,7,0,9,0,11,1,11,22,1,12,11
PUERTO COLOMBIA,2022,6,66,36,17,0,13,0,23,5,38,56,10,29,37
PUERTO COLOMBIA,2022,7,76,45,18,0,13,0,30,4,42,72,4,25,51
PUERTO COLOMBIA,2022,8,113,54,44,0,15,0,51,10,52,103,10,58,55
PUERTO COLOMBIA,2022,9,57,31,17,0,9,0,26,2,29,55,2,30,27
PUERTO COLOMBIA,2022,10,51,26,15,0,10,0,25,4,22,44,7,31,20
PUERTO COLOMBIA,2022,11,36,10,13,0,13,0,21,4,11,33,3,16,20
PUERTO COLOMBIA,2022,12,32,15,11,0,6,0,18,2,12,29,3,15,17
PUERTO COLOMBIA,2022,13,26,10,11,0,5,0,13,2,11,25,1,10,16
PUERTO COLOMBIA,2023,1,9,4,1,0,4,0,7,0,2,9,0,5,4
PUERTO COLOMBIA,2023,2,5,3,2,0,0,0,3,0,2,4,1,3,2
PUERTO COLOMBIA,2023,3,7,3,1,0,3,0,4,1,2,6,1,2,5
PUERTO COLOMBIA,2023,4,3,1,2,0,0,0,0,0,3,3,0,1,2
PUERTO COLOMBIA,2023,5,4,0,2,0,2,0,2,0,2,4,0,1,3
PUERTO COLOMBIA,2023,6,3,0,2,0,1,0,2,0,1,3,0,2,1
PUERTO COLOMBIA,2023,7,1,0,0,0,1,0,0,0,1,1,0,1,0
PUERTO COLOMBIA,2023,8,5,0,5,0,0,0,5,0,0,5,0,2,3
PUERTO COLOMBIA,2023,10,4,2,1,0,1,0,2,0,2,4,0,2,2
PUERTO COLOMBIA,2023,11,5,3,0,0,2,0,3,0,2,5,0,4,1
PUERTO COLOMBIA,2023,12,2,0,2,0,0,0,2,0,0,2,0,1,1
PUERTO COLOMBIA,2023,13,5,1,2,0,2,0,1,0,4,5,0,4,1
REPELÓN,2017,9,2,0,1,0,1,0,0,0,2,2,0,2,0
REPELÓN,2017,10,4,0,2,0,1,1,1,0,3,4,0,2,2
REPELÓN,2017,11,1,1,0,0,0,0,0,0,1,1,0,0,1
